UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,VEHICLE_ID,STATE_REGISTRATION,VEHICLE_TYPE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_YEAR,TRAVEL_DIRECTION,VEHICLE_OCCUPANTS,DRIVER_SEX,DRIVER_LICENSE_STATUS,DRIVER_LICENSE_JURISDICTION,PRE_CRASH,POINT_OF_IMPACT,VEHICLE_DAMAGE,VEHICLE_DAMAGE_1,VEHICLE_DAMAGE_2,VEHICLE_DAMAGE_3,PUBLIC_PROPERTY_DAMAGE,PUBLIC_PROPERTY_DAMAGE_TYPE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2
19690718,4321229,06/15/2020,21:03,1943fb94-39a5-45f1-a0ac-8d9039e4097c,NY,Sedan,TOYT -CAR/SUV,,2017,South,1,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,,,,Unspecified,,Unspecified,Unspecified
19690715,4321228,06/11/2020,12:15,cdad02d1-7b75-422b-95fc-b1fab21c81c2,,,,,,,,,,,,,,,,,Unspecified,,,
19690714,4321228,06/11/2020,12:15,af3687f7-2201-47e2-944c-bbac0da4280b,PA,Sedan,DODG -CAR/SUV,,2018,Northwest,2,F,,VA,Going Straight Ahead,Center Front End,Right Front Bumper,Right Front Quarter Panel,Right Front Quarter Panel,No Damage,N,,Driver Inattention/Distraction,Driver Inattention/Distraction
19690833,4321211,06/11/2020,5:00,fb0435e7-9b2d-430d-b912-096c0f75c445,NY,Station Wagon/Sport Utility Vehicle,LNDR -CAR/SUV,,2011,West,0,,,,Parked,Left Rear Bumper,Left Rear Bumper,Center Back End,Right Rear Bumper,,N,,Unspecified,Unspecified
19690832,4321211,06/11/2020,5:00,50d54906-b1c0-491d-860c-ba24111b788d,NY,Sedan,MERZ -CAR/SUV,,2009,West,0,,,,Parked,Right Rear Bumper,Right Rear Bumper,Left Front Bumper,Center Front End,Right Front Bumper,N,,Unspecified,Unspecified
19690831,4321211,06/11/2020,5:00,fce11543-393d-465f-b726-2d34b1919635,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2007,West,0,,,,Parked,Left Rear Bumper,Left Rear Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19690830,4321211,06/11/2020,5:00,8f0b67aa-b555-4ba0-9636-1312626902e1,NY,Sedan,BMW -CAR/SUV,,2001,West,1,,,,Parked,Left Front Bumper,Left Front Bumper,Center Front End,Right Front Bumper,,N,,Unspecified,Unspecified
19690677,4321210,06/16/2020,17:00,a819a479-5c65-48c0-8495-141c37a7d5b7,NY,PK,GMC-TRUCK/BUS,,2018,South,1,M,Licensed,NY,Stopped in Traffic,Center Front End,Center Front End,Left Front Bumper,,,N,,Unspecified,Unspecified
19690676,4321210,06/16/2020,17:00,afd10041-bcfb-46d4-b82b-686f269c9fac,,,,,,North,1,,,,Backing,Center Back End,Center Back End,,,,N,,Driver Inattention/Distraction,Driver Inattention/Distraction
19690852,4321209,06/15/2020,15:44,b204d53e-f66c-4dfa-835b-f90a688c6ee1,NY,FDNY Ambul,Ford,,2015,East,3,M,Licensed,NY,Backing,Center Back End,No Damage,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19690860,4321207,06/16/2020,10:20,95cc5c13-088a-4bee-bed3-0cc3f2f68238,NY,Tractor Truck Diesel,VOLV -TRUCK/BUS,,2020,East,1,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,,,,N,,Driver Inattention/Distraction,Unsafe Lane Changing
19690859,4321207,06/16/2020,10:20,5a056047-8c24-4fc6-b560-3e2ce3744360,NY,Sedan,TOYT -CAR/SUV,,2018,East,1,F,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,,,,N,,Driver Inattention/Distraction,Unsafe Lane Changing
19690839,4321206,06/13/2020,16:57,4ad048ec-3c1f-4734-9d05-b0e6236bd737,,,,,,East,,,,,,,,,,,Unspecified,,Passing or Lane Usage Improper,
19690838,4321206,06/13/2020,16:57,7ce6b5bf-c378-431e-94f9-dcfe61bd49c5,NY,Sedan,TOYT -CAR/SUV,,2016,East,1,F,Licensed,NY,Making Left Turn,Left Front Bumper,Left Front Bumper,Left Front Quarter Panel,,,N,,Unspecified,Unspecified
19690823,4321201,05/30/2020,9:25,c1ccd004-7e02-42f9-99c7-ee849d5aa941,CT,Sedan,NISS -CAR/SUV,,2005,East,1,,,,Going Straight Ahead,Center Front End,Center Front End,Left Side Doors,Left Front Quarter Panel,Center Front End,N,,Unsafe Speed,Unsafe Lane Changing
19690822,4321201,05/30/2020,9:25,f5f74023-b5a5-44e4-b0e5-23a6509e46b8,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2011,East,0,,,,Parked,Right Side Doors,Right Side Doors,Right Side Doors,Right Front Quarter Panel,,N,,Unspecified,Unspecified
19690821,4321201,05/30/2020,9:25,f9fe0bed-3474-4776-bc18-c37b5280e54b,NY,Sedan,TOYT -CAR/SUV,,2005,South,2,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,,,N,,Unspecified,Unspecified
19690820,4321201,05/30/2020,9:25,05fd2268-2dbb-40bf-9f08-062465b41e28,NY,Sedan,AUDI -CAR/SUV,,2017,Northeast,1,M,Licensed,NY,Stopped in Traffic,Left Side Doors,Left Side Doors,,,,N,,Unspecified,Unspecified
19690858,4321200,06/16/2020,9:28,e2d772ec-a936-4a49-b558-553c97060602,NY,Tractor Truck Diesel,KW-TRUCK/BUS,,2019,West,1,F,Licensed,NY,Entering Parked Position,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,,N,,Unspecified,Unspecified
19690857,4321200,06/16/2020,9:28,a7f0c3c3-bc6b-4ef6-99c7-61fdd4e4019f,NY,Tractor Truck Diesel,MACK-TRUCK/BUS,,2014,West,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Driver Inattention/Distraction,Unspecified
19690849,4321199,06/12/2020,0:00,2df35b2e-c700-451b-9dc9-128e0793b9d6,,,,,,,,,,,,,,,,,Unspecified,,,
19690848,4321199,06/12/2020,0:00,a858feda-c145-4473-b035-40a190ad336c,NY,Station Wagon/Sport Utility Vehicle,DODG -CAR/SUV,,2018,North,0,,,,Parked,Left Rear Quarter Panel,Left Rear Quarter Panel,Left Side Doors,,,N,,Unspecified,Unspecified
19691058,4321198,06/09/2020,23:50,c87189b4-9a9c-4d31-9b09-b193ff504a7a,,Bike,,,,North,1,M,Licensed,NY,Going Straight Ahead,Left Side Doors,Left Side Doors,,,,N,,Unspecified,Unspecified
19691057,4321198,06/09/2020,23:50,c0d2e017-cc41-4ab0-9305-e3472ec8b102,,,,,,,,,,,,,,,,,Unspecified,,,
19691053,4321197,06/09/2020,0:00,faeb9378-39ce-4bae-8c08-545843a1a1a6,NY,Station Wagon/Sport Utility Vehicle,DODG -CAR/SUV,,2018,Unknown,0,,,,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Driver Inattention/Distraction,Following Too Closely
19690952,4321188,06/15/2020,13:28,3cd17aff-06a3-46e2-a272-d92fc51889af,NJ,Sedan,FORD -CAR/SUV,,2013,West,,,,,Backing,Center Back End,Center Back End,,,,N,,Backing Unsafely,Unspecified
19690951,4321188,06/15/2020,13:28,7396126c-c5b9-4464-a634-c7c35af8bb97,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2018,West,1,F,Licensed,NY,Parked,Left Front Bumper,Left Front Bumper,,,,N,,Unspecified,Unspecified
19691160,4321185,06/08/2020,14:50,d0602265-dd95-498a-ab92-820d0b66544c,,,,,,South,1,,,,,Left Front Bumper,Left Front Bumper,,,,N,,,
19691159,4321185,06/08/2020,14:50,ae310362-df00-423a-8660-f1e04a12d510,NY,Sedan,MITS -CAR/SUV,,2019,South,0,,,,Parked,Right Rear Bumper,Right Rear Bumper,Center Back End,,,N,,Unspecified,Unspecified
19691186,4321182,06/16/2020,17:43,73ad2e65-dbd2-42a6-bb73-67b1a7e38385,,,,,,South,,,,,Going Straight Ahead,,,,,,N,,Passing Too Closely,
19691185,4321182,06/16/2020,17:43,24db0fd9-4c75-432f-bf94-e1080db5e0a9,NY,Sedan,NISS -CAR/SUV,,2016,South,0,,,,Parked,Right Front Quarter Panel,Right Front Quarter Panel,Right Front Bumper,Center Front End,Right Side Doors,N,,Unspecified,Unspecified
19691158,4321181,05/28/2020,4:20,ec9b8ec7-b3c8-41b0-9280-8edd1cfb0c4d,NY,Station Wagon/Sport Utility Vehicle,FORD -CAR/SUV,,2017,North,2,F,Licensed,NY,Making Left Turn,Left Side Doors,Left Side Doors,,,,N,,Unspecified,Unspecified
19690909,4321180,06/12/2020,14:45,355861f1-0cc8-4990-89f3-4a2534739e45,PA,Sedan,TOYT -CAR/SUV,,2003,,,,,,,Center Front End,,,,,Unspecified,,,
19690908,4321180,06/12/2020,14:45,f8465573-15d2-46bb-b1d6-33155f918714,NY,Station Wagon/Sport Utility Vehicle,LEXS -CAR/SUV,,2007,West,2,F,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,No Damage,Demolished,No Damage,N,,Unspecified,Unspecified
19690713,4321174,06/10/2020,13:30,6a629090-7ee8-48ce-82e9-c32111d2d5e4,NY,CONCRETE M,,,2018,South,1,,,,Going Straight Ahead,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,No Damage,N,,Driver Inattention/Distraction,Following Too Closely
19690712,4321174,06/10/2020,13:30,08bcd079-8094-4f04-9b52-5e2659d82105,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2015,South,1,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Right Rear Bumper,Left Rear Bumper,Center Front End,N,,Unspecified,Unspecified
19690711,4321174,06/10/2020,13:30,8f35519d-57e2-4385-8599-15e3636638fe,NY,Station Wagon/Sport Utility Vehicle,NISS -CAR/SUV,,2011,South,1,M,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,No Damage,N,,Unspecified,Unspecified
19690705,4321173,06/09/2020,6:00,ebdc83e8-1697-47ea-ac5a-05ba1ac03e85,,,,,,East,,,,,,,,,,,Unspecified,,,
19690704,4321173,06/09/2020,6:00,23b07777-ef62-4a6a-81ec-63c21ad4ce15,NY,Sedan,HYUN -CAR/SUV,,2018,East,0,,,,Parked,Left Front Bumper,Left Front Bumper,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19690707,4321172,06/09/2020,18:40,9ac026ce-6cf5-4999-81d4-c9f898bebfe3,,,,,,,,,,,,,,,,,Unspecified,,,
19690706,4321172,06/09/2020,18:40,9c3f0388-11ef-4595-89bf-884c48adffb0,NY,Station Wagon/Sport Utility Vehicle,JEEP -CAR/SUV,,2019,West,0,,,,Parked,Right Side Doors,Right Side Doors,Right Rear Quarter Panel,Right Rear Quarter Panel,Right Side Doors,N,,Unspecified,Unspecified
19690703,4321171,06/05/2020,23:00,686544a5-d878-416d-841a-7a8d70f53391,,,,,,,,,,,,,,,,,N,,,
19690702,4321171,06/05/2020,23:00,b263f019-d812-4de3-bf93-7a00c9754450,NY,Sedan,CHEV -CAR/SUV,,2015,East,0,,,,Parked,Left Rear Quarter Panel,Left Side Doors,Left Front Quarter Panel,,,N,,Unspecified,Unspecified
19690692,4321170,05/25/2020,3:30,e3e8477f-2f00-419c-a26b-6b0fd34151c9,NY,Sedan,BUIC -CAR/SUV,,2014,East,0,,,,Parked,Center Front End,Center Front End,Left Front Bumper,Right Front Bumper,,N,,Unspecified,Unspecified
19690691,4321170,05/25/2020,3:30,b3eec632-7ec6-4836-b0d3-b8463c760104,NC,Station Wagon/Sport Utility Vehicle,GMC -CAR/SUV,,2002,East,0,,,,Backing,Left Rear Bumper,Center Back End,,,,N,,Driver Inexperience,Driver Inattention/Distraction
19690694,4321169,05/27/2020,16:00,56614d5e-7247-4291-aae8-28d62d60256b,,,,,,,,,,,,,,,,,Unspecified,,,
19690693,4321169,05/27/2020,16:00,d6098811-e1db-4123-b219-100f2552ecad,NY,Station Wagon/Sport Utility Vehicle,HOND -CAR/SUV,,2008,East,0,,,,Parked,Right Front Quarter Panel,Right Front Quarter Panel,Right Side Doors,Right Rear Quarter Panel,Right Rear Bumper,N,,Unspecified,Unspecified
19690919,4321167,06/16/2020,13:20,50f7f434-092b-46c1-8d72-7e1cb8adf3fc,NY,Sedan,NISS -CAR/SUV,,2018,East,1,,,,Changing Lanes,Left Front Bumper,Left Front Bumper,,,,Unspecified,,Unsafe Lane Changing,Unspecified
19690918,4321167,06/16/2020,13:20,17258b3e-e6e2-4e89-a886-2b0ab1f1c45d,NY,Sedan,TOYT -CAR/SUV,,2012,East,1,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,Right Front Quarter Panel,Right Side Doors,,,N,,Unspecified,Unspecified
19690710,4321166,06/09/2020,20:00,54a10d18-1e9e-4db4-811e-f5355990c599,NY,Sedan,FORD -CAR/SUV,,2000,East,0,,,,Parked,Center Back End,Center Back End,Center Back End,Center Back End,Center Back End,N,,Unspecified,Unspecified
19690709,4321166,06/09/2020,20:00,329689f5-454e-48fa-8139-2db16ee6e2bc,PA,PK,DODG-TRUCK/BUS,,2005,East,0,,,,Parked,Center Back End,Center Back End,Center Back End,Center Back End,Center Back End,N,,Unspecified,Unspecified
19690708,4321166,06/09/2020,20:00,7e7c62fd-2475-4ff6-b719-e7f3bcfec239,NY,Station Wagon/Sport Utility Vehicle,TOYT -CAR/SUV,,2003,East,1,,,,Going Straight Ahead,Center Front End,Center Front End,Center Front End,Center Front End,Center Front End,N,,Unsafe Speed,Unspecified
19690923,4321165,06/16/2020,14:40,aa1e8d94-8e1c-4085-ab33-ae957803fc80,,E-Bike,,,,North,1,F,Licensed,NY,Going Straight Ahead,Right Rear Quarter Panel,Right Rear Quarter Panel,,,,N,,Driver Inattention/Distraction,Driver Inattention/Distraction
19690922,4321165,06/16/2020,14:40,75776ae5-7ef4-487c-a405-eb00fa449082,NY,Station Wagon/Sport Utility Vehicle,CHEV -CAR/SUV,,2016,West,2,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,,,,N,,Unspecified,Unspecified
19690698,4321163,06/05/2020,18:00,d6dd4344-d32a-4aba-9c02-22b92c41e4ba,,,,,,,,,,,,,,,,,Unspecified,,,
19690697,4321163,06/05/2020,18:00,0f2b75b8-8b0c-4230-9a61-ec2d9cd62da9,NY,Sedan,NISS -CAR/SUV,,2018,East,1,M,Licensed,NY,Going Straight Ahead,Center Back End,Center Back End,Center Back End,Center Back End,Center Back End,N,,Unspecified,Unspecified
19690717,4321162,06/11/2020,13:31,a1be3978-a5ae-47ee-b1d5-0ac462955f78,,Station Wagon/Sport Utility Vehicle,,,,South,1,,,,,Left Front Quarter Panel,,,,,N,,Driver Inattention/Distraction,
19690716,4321162,06/11/2020,13:31,1ef57f30-f56b-441e-86e0-13d90f277e27,NY,AMBULANCE,FORD,,2019,South,2,M,Licensed,NY,Going Straight Ahead,Right Front Quarter Panel,No Damage,,,,N,,Unspecified,Unspecified
19690971,4321161,06/15/2020,17:00,b19e2198-d3dd-4af9-add0-0251eff2af09,NY,Garbage or Refuse,MACK-TRUCK/BUS,,2019,North,1,M,Licensed,NY,Going Straight Ahead,Center Front End,Center Front End,No Damage,No Damage,No Damage,N,,Unspecified,Unspecified
19690970,4321161,06/15/2020,17:00,92b7ec7b-8024-451e-8f81-05e7c9e10c67,NY,Sedan,MAZD -CAR/SUV,,2010,North,1,F,Licensed,NY,Stopped in Traffic,Center Back End,Center Back End,Left Rear Bumper,Right Rear Bumper,,N,,Unspecified,Unspecified
