UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,PERSON_SEX
11312259,4321279,06/16/2020,16:40,d6354433-83d6-489b-835e-fd31df5a056a,Occupant,Unspecified,19691087,23,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,M
11312258,4321279,06/16/2020,16:40,fcd96c24-68b7-4b06-b913-a8424411dcba,Occupant,Unspecified,19691087,19,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Unknown,,,Does Not Apply,Passenger,,,M
11312257,4321279,06/16/2020,16:40,fa0b14e0-2f8d-45ed-898a-aaf61f7f8ede,Occupant,Unspecified,19691088,27,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
11312256,4321279,06/16/2020,16:40,84d2242c-69d3-4a77-b71a-c85285d7c4fc,Occupant,Unspecified,19691088,27,,,,,,,,,Registrant,,,M
11312255,4321279,06/16/2020,16:40,38920699-ea81-4c10-b1b8-b901b2106c7e,Occupant,Unspecified,19691087,18,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
11311872,4321267,06/16/2020,17:49,fe3a48fb-692f-499f-9d72-7fec6ed54070,Occupant,Unspecified,19690867,,,,,,,,,,Registrant,,,M
11311871,4321267,06/16/2020,17:49,c31746dc-8f78-4e24-b7ff-6fbe1830e1f9,Occupant,Unspecified,19690868,30,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F
11311870,4321267,06/16/2020,17:49,d7b0a4b2-bdd7-44e7-a181-923426c6289b,Occupant,Unspecified,19690868,,,,,,,,,,Registrant,,,
11311869,4321267,06/16/2020,17:49,7c8a1e69-affe-4397-a02b-22e4f8fafc80,Occupant,Unspecified,19690867,39,Not Ejected,Does Not Apply,Does Not Apply,Unknown,None,,,Does Not Apply,Driver,,,F
11312239,4321263,06/13/2020,15:40,56d1442e-7d31-484c-8c0d-ba299b0b77d6,Occupant,Unspecified,19691077,,,,,,,,,,Registrant,,,U
11312378,4321254,05/23/2020,0:05,6e6910a2-ebc9-4f18-af57-609468ea26da,Occupant,Unspecified,19691154,28,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
11312377,4321254,05/23/2020,0:05,96b272e4-581b-47fc-8321-0fd881a0f0bb,Occupant,Unspecified,19691154,28,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
11312376,4321254,05/23/2020,0:05,fc336957-6c36-4b03-9862-d0f65393c550,Occupant,Unspecified,19691155,25,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11312375,4321254,05/23/2020,0:05,bdd78598-59ce-4fd2-bd3c-aafd5731d457,Occupant,Unspecified,19691155,,,,,,,,,,Registrant,,,U
11312374,4321254,05/23/2020,0:05,c8035b44-381b-4aca-b882-e63c9f6d5b07,Occupant,Injured,19691156,31,Not Ejected,Conscious,Head,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M
11312373,4321254,05/23/2020,0:05,dc174e04-71e8-480a-bc19-f52eb3355297,Occupant,Unspecified,19691156,31,,,,,,,,,Registrant,,,M
11312372,4321254,05/23/2020,0:05,4bbf6f7e-60ab-49ed-89a1-8c442bbc7a3b,Occupant,Unspecified,19691157,31,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11312371,4321254,05/23/2020,0:05,f9cc9284-75af-4918-b57d-e40a739c4d9e,Occupant,Unspecified,19691157,31,,,,,,,,,Registrant,,,M
11312370,4321254,05/23/2020,0:05,2364cbf9-ccff-499d-86de-4e671573252c,Occupant,Injured,19691157,31,Not Ejected,Conscious,Neck,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,Passenger,,,M
11312369,4321254,05/23/2020,0:05,07cda32c-b1ad-445d-8fdf-745ff639215e,Occupant,Injured,19691154,28,Not Ejected,Unknown,Unknown,Unknown,Unknown,,,Unknown,Driver,,,U
11312368,4321254,05/23/2020,0:05,2bba990e-9112-4171-8309-cff1d8664155,Occupant,Unspecified,19691154,28,,,,,,,,,Registrant,,,U
11312071,4321240,06/16/2020,21:45,8f11302d-c811-457e-87ae-9ee7c5b93567,Occupant,Unspecified,19690979,23,,,,,,,,,Registrant,,,M
11312070,4321240,06/16/2020,21:45,7e6a3717-3dd4-4547-a288-fc6f001d5d97,Occupant,Unspecified,19690980,,,,,,,,,,Owner,,,
11312069,4321240,06/16/2020,21:45,a067d225-38ce-4430-a6ed-655e94243896,Occupant,Unspecified,19690979,23,Not Ejected,Does Not Apply,Does Not Apply,Driver,Air Bag Deployed/Lap Belt/Harness,,,Does Not Apply,Driver,,,M
11311636,4321239,06/11/2020,18:30,249ff812-083b-4934-8996-ad4c2e2aba2d,Occupant,Unspecified,19690724,56,,,,,,,,,Registrant,,,M
11311635,4321239,06/11/2020,18:30,6c969066-3cf6-4d10-a419-298008a3221c,Occupant,Unspecified,19690725,46,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11311634,4321239,06/11/2020,18:30,7d135d98-67f4-4cd3-96eb-6831078943b8,Occupant,Unspecified,19690725,46,,,,,,,,,Registrant,,,M
11311633,4321239,06/11/2020,18:30,e9921018-ee88-40c7-9ee9-d4ceb6e1980a,Occupant,Injured,19690724,56,Not Ejected,Conscious,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M
11311627,4321229,06/15/2020,21:03,c0cd1876-105d-4412-9e15-39c66d38f2f3,Occupant,Unspecified,19690718,36,,,,,,,,,Registrant,,,M
11311626,4321229,06/15/2020,21:03,66008708-31c7-4bfa-951b-70541ddee057,Occupant,Unspecified,19690718,36,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11311622,4321228,06/11/2020,12:15,e8594a95-8a1f-4cea-be31-7ea7082749f5,Occupant,Unspecified,19690714,34,,,,,,,,,Registrant,,,M
11311621,4321228,06/11/2020,12:15,bb429f1e-f4ba-4968-a85a-37ddbad3e8da,Occupant,Unspecified,19690714,35,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
11311620,4321228,06/11/2020,12:15,abaaeaae-fe87-4c0e-9cc1-55085dd82e84,Occupant,Unspecified,19690714,27,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
11311813,4321211,06/11/2020,5:00,f7f201ef-755d-48f0-adcb-e1d0dc73a0d4,Occupant,Unspecified,19690831,70,,,,,,,,,Registrant,,,M
11311812,4321211,06/11/2020,5:00,5478fb19-ee02-4747-884d-2ddf9755f082,Occupant,Unspecified,19690832,47,,,,,,,,,Registrant,,,M
11311811,4321211,06/11/2020,5:00,123b16dc-e709-4a8e-9349-d480650a4113,Occupant,Unspecified,19690833,42,,,,,,,,,Registrant,,,F
11311810,4321211,06/11/2020,5:00,869e1b30-de0e-4574-bdd1-1d74edce719a,Occupant,Unspecified,19690830,55,,,,,,,,,Registrant,,,M
11311576,4321210,06/16/2020,17:00,54395e59-a681-4432-909b-4204e4dfde6c,Occupant,Unspecified,19690677,,,,,,,,,,Registrant,,,F
11311575,4321210,06/16/2020,17:00,8429dfb9-bea0-4dff-9b91-13dc837eaab3,Occupant,Unspecified,19690677,59,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11311840,4321209,06/15/2020,15:44,f267d74b-9d79-46ac-921b-fbbb6ce60c9d,Occupant,Unspecified,19690852,37,,,,,,,,,Registrant,,,M
11311839,4321209,06/15/2020,15:44,42e2e0ba-ade6-4888-89d2-c61509712d10,Occupant,Unspecified,19690852,37,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11311853,4321207,06/16/2020,10:20,1e82de60-2f39-48d2-975d-a611b93ca52a,Occupant,Unspecified,19690859,,,,,,,,,,Registrant,,,U
11311852,4321207,06/16/2020,10:20,4ff2564f-25ed-4d70-9340-4a09dae784f0,Occupant,Unspecified,19690860,42,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11311851,4321207,06/16/2020,10:20,24f30872-1b83-457f-ba65-5911e783b2f9,Occupant,Unspecified,19690860,,,,,,,,,,Registrant,,,
11311850,4321207,06/16/2020,10:20,8eba5325-a92e-4c57-9e7e-9096049058a7,Occupant,Injured,19690859,32,Not Ejected,Conscious,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,F
11311820,4321206,06/13/2020,16:57,a3a72572-b227-43ed-a2d1-6f682fae7ee9,Occupant,Unspecified,19690838,,,,,,,,,,Registrant,,,F
11311819,4321206,06/13/2020,16:57,3e7a7776-d66b-453e-91e1-58288abb2b38,Occupant,Unspecified,19690838,40,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
11311799,4321201,05/30/2020,9:25,9fd20144-8291-4ca8-bf9e-67f4dacc991f,Occupant,Unspecified,19690820,44,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
11311798,4321201,05/30/2020,9:25,ac8e137c-9e7b-45c4-9462-97ab9cd27e14,Occupant,Unspecified,19690821,57,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M
11311797,4321201,05/30/2020,9:25,e5375d89-b829-4dcc-bee7-02cdd271bb0e,Occupant,Unspecified,19690821,57,,,,,,,,,Registrant,,,M
11311796,4321201,05/30/2020,9:25,98334aa0-b9ab-47ca-8f0b-cfcdb627b06f,Occupant,Injured,19690821,32,Not Ejected,Conscious,Chest,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,None Visible,Passenger,,,F
11311795,4321201,05/30/2020,9:25,6930c7c0-b79e-49d5-bf28-28ae2409ee20,Occupant,Unspecified,19690822,23,,,,,,,,,Registrant,,,F
11311794,4321201,05/30/2020,9:25,e548b1d5-725c-4205-bfcf-62290666eff2,Occupant,Unspecified,19690820,43,,,,,,,,,Registrant,,,M
11311849,4321200,06/16/2020,9:28,caa3128c-9dda-419e-8235-3aeadcef64c2,Occupant,Unspecified,19690857,,,,,,,,,,Registrant,,,U
11311848,4321200,06/16/2020,9:28,4614d128-e1c8-40b4-ab6e-dd7f75b72000,Occupant,Unspecified,19690858,35,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
11311847,4321200,06/16/2020,9:28,a7991925-c964-4daf-8c32-4b3f874d993a,Occupant,Unspecified,19690858,,,,,,,,,,Registrant,,,U
11311846,4321200,06/16/2020,9:28,d6291478-b634-4ee1-b1a2-8361c29250d5,Occupant,Unspecified,19690857,38,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11311835,4321199,06/12/2020,0:00,0be5d615-b802-40ff-a914-8718ef781c9c,Occupant,Unspecified,,,,,,,,,,,Witness,,,
11311834,4321199,06/12/2020,0:00,2bdf1f72-2616-4f7f-a7ec-cf3f95203673,Occupant,Unspecified,19690848,,,,,,,,,,Registrant,,,
11312211,4321198,06/09/2020,23:50,3b2de5a6-f977-42ab-8467-182704fc487a,Occupant,Unspecified,19691058,31,,,,,,,,,Registrant,,,M
11312210,4321198,06/09/2020,23:50,b39c00a1-fee3-4515-bab1-028f2cf56a92,Bicyclist,Injured,19691058,31,Not Ejected,Conscious,Head,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M
11312209,4321197,06/09/2020,0:00,61284ef8-cb9b-46f4-b2a6-97f8ce1e1fee,Occupant,Unspecified,19691053,,,,,,,,,,Registrant,,,U
11312026,4321188,06/15/2020,13:28,b9d1ca36-bce6-4720-9494-1d35cab938b1,Occupant,Unspecified,19690951,50,,,,,,,,,Registrant,,,F
11312025,4321188,06/15/2020,13:28,96a78291-aea4-47d2-8d14-8521d262e116,Occupant,Unspecified,19690951,50,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
11312383,4321185,06/08/2020,14:50,2e8596ff-7f43-4034-80c4-134b6fd5c92d,Occupant,Unspecified,19691159,,,,,,,,,,Registrant,,,U
11312416,4321182,06/16/2020,17:43,640c9771-bb25-48f9-91b2-39bd9928d143,Occupant,Unspecified,19691185,32,,,,,,,,,Registrant,,,M
11312382,4321181,05/28/2020,4:20,e2489c27-0903-43cb-83eb-fa1152cdefc9,Occupant,Unspecified,19691158,,,,,,,,,,Registrant,,,
11312381,4321181,05/28/2020,4:20,9f850d2d-a768-45a9-b451-a296aa4bbb69,Occupant,Unspecified,,,,,,,,,,,Witness,,,
11312380,4321181,05/28/2020,4:20,1d8f4c29-4de0-4488-98d3-49e0c0e1bdb9,Occupant,Unspecified,19691158,31,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,M
11312379,4321181,05/28/2020,4:20,09e81a97-7198-4a9c-aebc-4d9a5a29994e,Occupant,Unspecified,19691158,23,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
11311944,4321180,06/12/2020,14:45,bbfe6dda-4466-4475-b2b3-752d7b4a2ab3,Occupant,Unspecified,19690908,68,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
11311943,4321180,06/12/2020,14:45,42de8977-ac7d-4591-8da6-acc34855c0c1,Occupant,Unspecified,19690908,16,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
11311942,4321180,06/12/2020,14:45,919593fb-02eb-4ec6-8fda-3e7b38dc4a28,Occupant,Unspecified,19690908,68,,,,,,,,,Registrant,,,F
11311619,4321174,06/10/2020,13:30,7b31c77e-0f1b-4023-84a7-27db72a4fa7f,Occupant,Unspecified,19690711,54,,,,,,,,,Registrant,,,M
11311618,4321174,06/10/2020,13:30,efd9d830-f323-4ae4-8d48-63af0a213f9a,Occupant,Injured,19690712,23,Not Ejected,Conscious,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M
11311617,4321174,06/10/2020,13:30,6612310c-8ac7-426f-ad41-dcb175ceb092,Occupant,Unspecified,19690712,48,,,,,,,,,Registrant,,,F
11311616,4321174,06/10/2020,13:30,839841ea-0aee-4782-8467-1614f7bbf8ce,Occupant,Injured,19690711,54,Not Ejected,Conscious,Entire Body,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M
11311613,4321173,06/09/2020,6:00,b88b255f-994f-4f77-8f86-ad5c980b8067,Occupant,Unspecified,19690704,47,,,,,,,,,Registrant,,,F
11311614,4321172,06/09/2020,18:40,7edf58c3-e0b5-47a8-a47b-9fbd7f4bff7d,Occupant,Unspecified,19690706,,,,,,,,,,Registrant,,,F
11311612,4321171,06/05/2020,23:00,4a5811d7-ea83-4364-b26f-a42e795ceeea,Occupant,Unspecified,19690702,40,,,,,,,,,Registrant,,,F
11311600,4321170,05/25/2020,3:30,4847b28c-e7b4-4a82-868b-c2bd87c8878d,Occupant,Unspecified,19690691,60,,,,,,,,,Registrant,,,M
11311599,4321170,05/25/2020,3:30,44a65347-d219-48b1-9b29-527090ea69ec,Occupant,Unspecified,19690692,40,,,,,,,,,Registrant,,,M
11311601,4321169,05/27/2020,16:00,b9875333-3e27-4e94-bc8e-e5f2d198b191,Occupant,Unspecified,19690693,59,,,,,,,,,Registrant,,,F
11311963,4321167,06/16/2020,13:20,f42b4708-c370-4a82-9fb4-05815453e503,Occupant,Unspecified,19690918,46,,,,,,,,,Registrant,,,M
11311962,4321167,06/16/2020,13:20,372379db-5d57-4ae5-a9df-8b6ee32f20f5,Occupant,Unspecified,19690919,,,,,,,,,,Registrant,,,U
11311961,4321167,06/16/2020,13:20,bbdcc6f9-930b-4c6a-84c7-5d48bc7660e2,Occupant,Unspecified,19690918,46,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11311615,4321166,06/09/2020,20:00,f5d28816-ba68-49b1-98d9-81e238e94ebc,Occupant,Unspecified,19690710,,,,,,,,,,Registrant,,,F
11311971,4321165,06/16/2020,14:40,1f9338cb-05d5-427c-a5d3-7a3be00f1ac1,Occupant,Unspecified,19690922,,,,,,,,,,Registrant,,,M
11311970,4321165,06/16/2020,14:40,d5e655f5-5d71-4de5-a28b-87f9e2d498ab,Occupant,Unspecified,19690922,32,Not Ejected,Does Not Apply,Does Not Apply,"Middle front seat, or passenger lying across a seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F
11311969,4321165,06/16/2020,14:40,997d5045-a427-4fc1-8955-3508590efaa2,Bicyclist,Unspecified,19690923,39,Not Ejected,Does Not Apply,Does Not Apply,Driver,Helmet (Motorcycle Only),,,Does Not Apply,Driver,,,F
11311968,4321165,06/16/2020,14:40,a6fca730-75b9-4d4e-8e59-df1cca7312ce,Occupant,Unspecified,19690922,41,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11311606,4321163,06/05/2020,18:00,4557b8e9-20e3-4849-a872-3351429a0d6f,Occupant,Unspecified,19690697,19,,,,,,,,,Registrant,,,M
11311605,4321163,06/05/2020,18:00,2ede9a98-92b1-4bd1-a822-e7b641c11129,Occupant,Unspecified,19690697,19,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11311625,4321162,06/11/2020,13:31,a2d48444-bb74-42b8-aa69-7fde7dfe8b08,Occupant,Unspecified,19690716,,,,,,,,,,Registrant,,,
11311624,4321162,06/11/2020,13:31,2cfc35df-d607-4835-ad0f-5e86b4cc78dd,Occupant,Unspecified,19690716,43,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,M
11311623,4321162,06/11/2020,13:31,8640f868-87b5-41a3-bbe4-52b04dd04dfc,Occupant,Unspecified,19690716,28,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M
11312059,4321161,06/15/2020,17:00,b196569e-bf5e-45f3-a8fa-795b337756a0,Occupant,Unspecified,19690970,,,,,,,,,,Registrant,,,M
11312058,4321161,06/15/2020,17:00,e27ec99b-e83e-475e-b7b6-d48eb490ff29,Occupant,Unspecified,19690971,47,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M
11312057,4321161,06/15/2020,17:00,f81d4c1f-b4e3-47c5-ae8a-7700e19ad689,Occupant,Unspecified,19690971,,,,,,,,,,Registrant,,,
11312056,4321161,06/15/2020,17:00,9cfd9e69-0186-4adc-8983-9613785d5091,Occupant,Unspecified,19690970,54,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
11311611,4321160,06/05/2020,16:30,72961f15-b43e-4dbd-96fa-3cdae9dcde9d,Occupant,Unspecified,19690700,,,,,,,,,,Registrant,,,F
11311610,4321160,06/05/2020,16:30,6b412deb-f141-4c22-aecf-758a81e12f1f,Occupant,Unspecified,19690700,52,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",None,,,Does Not Apply,Passenger,,,M
11311609,4321160,06/05/2020,16:30,6ed256b8-220f-4af4-9e02-32664a1e0b7b,Occupant,Unspecified,19690701,54,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F
